00	-0.9747189	0.006731	-0.500000	-0.142542	-0.052237	-0.173769	0.048336	0.032235	0.169409	0.025238	0.043045	0.160078	-0.099171
01	-0.9888147	-0.208470	0.334545	-0.316892	0.036675	-0.206207	0.019683	0.147628	0.172735	-0.103406	-0.099256	-0.266447	0.194007
02	-0.9769252	0.004800	-0.500000	-0.197329	-0.243879	-0.097919	-0.109097	0.237896	-0.047808	0.277304	-0.122335	0.085960	-0.019946
03	-0.9758953	0.040884	0.436918	-0.197891	0.147044	0.086040	0.125612	0.030502	-0.161292	0.043677	-0.023579	0.099113	0.046103
04	-0.9858530	0.045121	0.426609	0.027210	0.386942	-0.159494	0.204457	0.066066	0.111171	0.095624	-0.320979	0.084554	0.129796
05	-0.9731591	-0.022405	-0.487260	-0.115288	0.103883	-0.015915	0.028064	0.215225	-0.078021	-0.103483	-0.057792	0.095460	-0.019275
06	-0.9830741	-0.292080	0.447162	-0.197031	0.090500	-0.171331	0.074530	0.309182	0.203918	-0.193823	-0.000574	0.029936	0.268479
07	-0.9768155	-0.302795	-0.250382	-0.278517	0.339881	-0.054523	0.194117	0.174444	0.091648	0.228682	0.020745	-0.017906	-0.111005
08	-0.9810305	0.106072	-0.484455	0.038403	-0.499000	-0.057120	-0.057715	0.023575	-0.129762	-0.021020	-0.228134	0.021085	-0.125505
09	-0.9780255	-0.179561	-0.488647	0.006469	-0.496161	-0.131131	0.045383	-0.075351	-0.028376	0.022684	-0.184657	0.142118	-0.076032
10	-0.9673848	-0.428733	0.283418	0.285622	-0.185041	-0.134354	-0.063367	0.012196	-0.257837	0.121677	-0.207189	0.260419	-0.090056
11	-0.9744396	-0.330599	0.229078	-0.222515	0.035511	-0.493818	0.124493	0.380911	0.183362	0.075219	0.012560	-0.164945	0.499940
12	-0.9796540	0.170779	0.034529	0.066164	-0.136138	0.133432	0.170923	-0.003130	0.270620	0.038045	0.210333	0.028341	0.102984
13	-0.9750845	-0.051349	0.500000	-0.238486	0.306445	-0.313992	-0.212341	0.150248	-0.399426	-0.100616	-0.134216	-0.034410	-0.261810
14	-0.9824860	0.024635	0.434730	0.105747	-0.194840	-0.032814	-0.249246	0.195053	-0.031538	0.008075	-0.130945	-0.140673	0.023343
15	-0.9829520	0.332173	-0.368354	0.375431	-0.409493	0.437435	-0.177111	-0.352041	-0.259435	-0.027749	-0.496471	-0.000772	-0.073335
16	-0.9749987	0.108798	-0.119638	0.121132	0.225567	-0.114155	0.108207	-0.078181	0.005337	0.238741	-0.217433	-0.057643	0.118313
17	-0.9733347	0.019753	0.489913	0.213944	0.251329	0.016389	-0.131921	-0.016562	-0.114801	0.111064	-0.027408	-0.121049	-0.152692
18	-0.9769822	0.082487	0.177071	0.126353	-0.200355	-0.187678	0.102726	0.053282	-0.130924	-0.046110	-0.409935	0.016068	-0.140503
19	-0.9837504	0.178491	0.025002	0.041184	0.418013	-0.025030	0.043654	-0.238073	0.062262	0.173038	-0.018468	0.162014	-0.170552
20	-0.9718684	0.104174	0.288312	0.145452	0.057421	0.111123	-0.231069	-0.122470	0.047711	-0.019777	-0.131656	0.074050	0.062929
21	-0.9783435	0.093332	-0.355154	0.064858	-0.414071	0.114325	-0.120555	-0.337643	0.112057	0.095229	-0.032140	0.083119	0.137491
22	-0.9721523	-0.024314	-0.299259	0.127865	0.499984	0.044208	-0.136020	0.002599	-0.046552	0.072301	-0.129032	0.176746	-0.093876
23	-0.9797750	-0.222489	-0.290121	-0.198189	-0.326261	0.121059	-0.182100	0.125443	-0.333749	0.062350	-0.311100	-0.154121	0.041878
24	-0.9858988	0.133341	0.075239	0.131945	0.335128	0.067935	-0.138995	-0.088303	0.104325	0.132709	-0.178289	0.045222	-0.174540
25	-0.9766435	0.177003	0.197020	0.144945	0.132151	0.042890	0.087039	-0.072306	-0.154313	0.099374	0.010059	-0.077820	-0.261571
26	-0.9737682	-0.051526	-0.413082	-0.095037	-0.040300	0.037711	0.025428	-0.139235	-0.072856	0.140480	-0.092675	-0.228643	0.091716
27	-0.9742266	0.187451	0.483864	-0.370604	0.112894	0.002869	0.387280	-0.036678	0.038011	0.043927	0.212228	0.074756	0.280640
28	-0.9755973	0.066232	-0.017455	0.304405	0.391015	0.365326	0.364385	-0.028963	-0.128785	-0.068377	0.137530	-0.096053	-0.145085
29	-0.9788091	0.111548	-0.481778	0.230441	-0.391707	0.017860	-0.000164	-0.151880	-0.084111	-0.105390	0.086636	0.221297	0.025250
30	-0.9750944	-0.086138	-0.046924	-0.135902	0.437578	-0.050254	0.022787	0.115998	0.429295	0.065177	0.112946	0.209390	0.150078
31	-0.9782865	-0.257873	-0.289601	-0.170379	-0.229697	-0.220292	-0.087487	0.252166	0.298038	0.034180	0.082410	-0.060996	0.217517
32	-0.9666638	-0.248774	-0.226431	-0.100837	0.084993	-0.075225	-0.168650	0.168068	-0.075976	0.002570	0.063310	0.036640	-0.079269
33	-0.9800547	-0.151407	-0.142592	-0.173183	0.227853	-0.116051	-0.063171	0.162780	0.273765	0.051100	-0.111765	-0.099078	0.246311
34	-0.9638409	0.113022	-0.497196	0.228777	0.412817	-0.222936	-0.159476	-0.206471	0.259970	-0.064062	0.217584	0.061806	0.322013
35	-0.9796332	0.051491	0.404525	0.118938	0.169941	0.029985	0.066904	0.006547	-0.049142	0.049607	-0.013509	-0.000358	-0.136991
36	-0.9784989	0.030173	0.480536	-0.063379	0.471011	0.083218	-0.016389	0.035744	0.021503	-0.125809	-0.037998	-0.039724	-0.130226
37	-0.9744698	-0.114044	-0.481613	0.027176	-0.432941	0.079707	0.047339	0.083730	-0.158212	-0.180865	-0.062062	-0.126684	0.001760
