00	0.0000379	0.118644	-0.206212	0.107336	-0.242213	0.191421	0.027628	0.012168	0.067760	-0.071169	0.280395	-0.112492	0.057092
01	0.0001812	-0.184794	0.212690	-0.100252	0.306073	-0.327471	0.137617	0.197652	0.061805	-0.235162	0.123069	0.088842	0.044209
02	0.0003525	-0.049775	0.055530	0.147375	0.289540	-0.091348	0.185635	0.014038	0.128451	0.091839	0.150415	-0.029757	-0.027254
03	0.0004270	-0.150624	-0.364145	-0.172888	-0.268788	-0.004691	-0.007347	0.019654	0.086757	0.136465	-0.068882	-0.006492	-0.053695
04	0.0002881	-0.092105	0.010044	-0.085751	-0.014760	-0.277720	0.166573	0.017147	0.057287	-0.061301	0.009635	-0.144444	0.061560
05	0.0000344	-0.083703	0.279737	-0.106871	0.142125	-0.097427	-0.152549	0.202281	-0.336120	-0.081621	-0.244851	-0.032194	-0.109589
06	0.0033812	-0.004481	-0.474000	0.202361	0.197990	0.082954	0.170151	-0.065530	0.244249	0.084368	0.178651	-0.028199	0.314119
07	0.0004092	-0.015413	-0.123172	-0.238269	-0.050513	-0.070163	0.091321	0.066207	0.063842	-0.168915	0.054204	-0.084119	-0.036465
08	0.0002981	0.144819	0.100648	0.031247	-0.486440	0.034347	0.033971	-0.019761	0.036675	-0.063985	0.116578	0.043135	0.119080
09	0.0006329	-0.081860	0.100448	-0.034162	0.486670	-0.099606	0.102813	-0.126706	0.199474	0.088281	0.099491	-0.028051	0.066508
10	0.0065656	-0.062895	0.480970	0.008894	-0.417180	0.136612	0.051050	-0.113818	-0.099125	0.028941	0.171392	0.051619	0.148167
11	0.0014618	-0.021525	0.279475	0.077108	0.412640	-0.181165	0.289240	-0.008309	0.240112	0.037015	0.266458	-0.135764	0.172271
12	0.0003963	0.241813	0.053672	0.089176	0.344320	0.197422	-0.101091	-0.046369	-0.186666	-0.027780	-0.026780	0.051557	-0.097925
13	0.0000506	-0.088588	-0.287447	-0.070414	-0.430370	0.011477	0.139974	0.078122	0.130719	0.036163	0.145585	0.136605	0.015240
14	0.0003291	-0.258604	0.124336	-0.304374	0.091727	-0.182471	-0.038778	0.163084	-0.146591	-0.040861	0.005010	0.080681	0.041496
15	0.0000084	-0.091787	-0.292502	-0.105500	-0.202666	0.003078	0.001080	0.115022	-0.076014	0.087830	-0.038694	-0.145703	0.083294
16	0.0005236	0.038608	0.241709	0.086102	0.176620	-0.010686	0.166130	-0.078246	0.236202	-0.004743	0.276617	-0.114416	0.249905
17	0.0000598	0.108428	-0.165269	-0.062069	0.055916	0.059333	0.073900	-0.034928	-0.019046	-0.078849	0.055974	-0.083684	-0.002569
18	0.0000493	0.159274	0.122910	0.179338	0.097886	0.051227	0.044326	-0.029904	0.116650	-0.043556	-0.065637	-0.023644	0.022977
19	0.0069268	-0.244782	0.176112	-0.308792	0.159365	-0.267074	0.025079	0.176210	0.226903	0.026135	0.096944	0.077795	0.005717
20	0.0015119	-0.044362	0.495630	-0.231360	0.112582	-0.148697	-0.157774	0.142980	0.073837	-0.172069	0.014450	0.056155	0.150231
21	0.0024256	-0.248573	0.140772	-0.110342	0.396010	-0.208348	-0.140984	0.248416	-0.234137	-0.019382	0.048718	0.077438	0.024552
22	0.0008966	-0.268197	0.047948	-0.219840	0.058422	-0.185926	0.140053	0.264108	-0.093570	0.022541	-0.060933	0.078241	-0.018197
23	0.0001341	-0.047283	0.154998	-0.000066	-0.154579	-0.165851	0.026840	-0.112138	-0.051039	0.082555	-0.035046	0.003077	0.047596
24	0.0045781	-0.013284	0.461110	-0.131500	0.106117	0.018209	-0.128315	-0.074502	-0.083894	0.049152	-0.041363	-0.036764	-0.140233
25	0.0000054	0.122006	-0.075183	0.079217	0.055806	0.168235	-0.139297	-0.074026	-0.151985	-0.060322	0.115627	-0.032355	-0.086010
26	0.0006195	-0.027051	0.040220	-0.006008	0.257950	0.058995	0.242276	-0.111840	0.001360	0.005413	0.117904	-0.118226	0.115239
27	0.0002602	0.028019	0.102010	-0.195667	-0.096225	-0.079149	0.059175	-0.047795	-0.008112	-0.108020	-0.014103	0.046300	-0.000559
28	0.0001077	-0.246834	-0.143765	-0.077380	0.004863	-0.127975	-0.063937	0.168986	-0.109532	0.030253	-0.093983	0.064730	0.028554
29	0.0001931	-0.056467	-0.500000	0.031926	0.273370	-0.123153	-0.133232	0.048129	-0.159542	0.211598	-0.030087	0.129182	-0.079140
30	0.0000074	-0.159267	-0.099611	-0.116483	-0.127703	-0.024148	-0.169117	-0.032210	-0.019720	-0.066199	-0.078229	-0.017575	0.006888
31	0.0000226	0.071274	-0.166700	0.049767	-0.468026	-0.059336	0.143466	0.095870	0.225972	0.019050	0.088164	-0.091370	0.067967
32	0.0012950	-0.132017	0.078674	-0.181623	0.053838	-0.151780	0.076996	0.211418	-0.032865	-0.069953	-0.157565	0.156176	-0.216277
33	0.0000783	-0.065443	0.075132	-0.200121	0.022772	-0.151263	0.128457	0.042736	-0.128996	0.220854	0.051967	-0.033646	0.068262
34	0.0037391	-0.036344	0.500000	0.027398	-0.038890	0.234832	0.151644	-0.181578	0.032604	-0.015815	0.192184	-0.023432	-0.066625
35	0.0000085	0.208876	-0.030745	0.156715	-0.015232	0.182828	-0.068205	-0.103736	0.076424	-0.002595	-0.212830	-0.073515	-0.008940
36	0.0000646	0.118550	0.437190	0.140255	0.383916	-0.052789	0.251113	-0.197965	0.175338	0.080522	0.025755	0.104810	0.274475
37	0.0000267	0.214616	0.276668	0.197742	0.270659	0.041763	0.274085	-0.116196	0.187943	0.200885	0.435958	-0.178610	0.371932
38	0.0000061	0.187257	0.048046	0.060288	0.471555	0.172950	-0.031684	0.041129	-0.019874	0.124301	-0.007011	-0.022664	-0.024615
39	0.0000337	0.132820	-0.058372	0.208041	-0.003380	0.005853	0.094138	-0.066919	0.079357	-0.106570	0.147300	0.182047	0.042669
